epoch,train_loss,val_loss,train_accuracy,val_accuracy,f1_macro
1,0.5757332348605482,0.1592803596301222,0.8524114774114774,0.9536019536019537,0.9533853518417801
2,0.12380361315695856,0.10449032387325795,0.9636752136752137,0.9698819698819698,0.9698480746622387
3,0.06900753886022461,0.09673169651408922,0.9801078551078551,0.9711029711029711,0.9710208106352312
4,0.05690166268732429,0.08080633246312832,0.9832621082621082,0.9776149776149776,0.9775816079930544
5,0.05009948328266117,0.0793753015924893,0.9856532356532357,0.9778184778184779,0.9777758144529791
6,0.03274461063707808,0.08033327710699587,0.9901302401302401,0.977004477004477,0.9769645794101661
7,0.03225715501310599,0.08213390487426236,0.9907407407407407,0.9776149776149776,0.9775704145327615
8,0.03676710108851605,0.10987475149748696,0.9888074888074888,0.9676434676434676,0.967660864577047
9,0.027734932770036403,0.08375336085853709,0.990995115995116,0.9772079772079773,0.9771383547519286
10,0.025700665211041904,0.09054675524133064,0.9931827431827431,0.9763939763939764,0.9764221912414409
