epoch,train_loss,val_loss,train_accuracy,val_accuracy,f1_macro
1,0.6062048416312148,0.17868012172402814,0.8398453398453398,0.9466829466829467,0.9462336513855014
2,0.13260003411309507,0.10323374751963209,0.960927960927961,0.9704924704924704,0.9705063224625162
3,0.06428950045908975,0.10244827327896219,0.9816341066341067,0.9725274725274725,0.972590960713703
4,0.049120975051044936,0.09202003009447147,0.9863146113146113,0.9735449735449735,0.9735670889767567
5,0.048505151216167865,0.10422418857692188,0.9861619861619861,0.9725274725274725,0.9723988288644786
6,0.036490830707002236,0.08295522251905055,0.9894688644688645,0.9782254782254782,0.9782230319559798
7,0.03522284466061529,0.07924050871682899,0.9894179894179894,0.9774114774114774,0.9773455044218695
8,0.03134899633038388,0.08932209625164704,0.9905881155881155,0.9747659747659748,0.9747042072096677
9,0.02442258784563538,0.08253392494446286,0.992979242979243,0.9751729751729752,0.9751982759574025
10,0.027421275861831042,0.10539299133838481,0.9922161172161172,0.9725274725274725,0.9725396471987237
11,0.026355221570678607,0.09689584762615341,0.9918091168091168,0.9733414733414734,0.9733293521886007
